id,Q01,Q02,Q03,Q04,Q05,Q06->Problem Understanding,Q06->Conceptual Understanding,Q06->Code Generation,Q06->Debugging,Q06->Runtime Analysis,Q06->Syntax,Q06->Documentation,Q06->Test Cases,Q6Add,Q7->1: Very Difficult ... 5: Very Easy,Q8->1: Not helped at all ... 5: Helped very well,Q9->1: Inadequate ... 5: Highly Adequate,Q10->1: Very Dissatisfied ... 5: Very Satisfied,Q11->1: Unlikely ... 5: Very Likely,Q12,Q13,Q14
191,1 : None,1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,1,1,0,0,0,0,Keine,4,3,3,4,5,1. Helfen beim Programmieren  2. Helfen bei Bugs zu finden  3. Sätze zu verbesseren und bessere Beispiele geben,"1. manchmal frage ich ChatGPT irgendwas zu erklären, dann wird was komplett anderes erklärt.  2. ChatGpt ist nie sicher, ob seine Lösung richtig ist",Nein
192,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,1,1,0,0,0,0,,4,4,3,4,4,,,
193,3 : Moderate (1-2 Years),2 : No,1 : Never,1 : Less than 15 minutes,1 : Web Interface,0,0,1,0,0,0,1,1,,5,3,3,4,5,,,
194,2 : Limited (<1 Year),1 : Yes,4 : Montly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,1,0,0,0,0,e-commerce,4,3,2,3,4,- Schnelle Informationsquelle (auch wenn nicht zu 100% zuverlässig).  - Hilfe für eigentlich so gut wie jeden Bereich.   - Sehr einfache Benutzeroberfläche.  ,- Oft falsche Antworten oder verschiedene Antworten auf die selbe Frage bei wiederholter Eingabe.  - Fehlende Kontextsensibilität  - Nicht überprüfbare / gar keine Information über Quellen  ,/
195,1 : None,1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,1,1,1,1,1,1,1,1,,5,5,3,5,5,Ne,Ne,Ne
196,1 : None,2 : No,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,0,0,,3,3,3,4,4,"Erklärt sehr genau,  Einfach zu verstehen,  Schneller Antworte finden als bei Google ","Nicht immer fehlerfrei,   Braucht viele Informationen um die Frage korrekt beantworten zu können,  Manchmal zu allgemine Antworte",
197,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,0,0,0,1,0,0,1,1,,4,2,3,2,2,,,
198,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,0,0,1,0,1,0,,3,4,3,4,4,,,
199,3 : Moderate (1-2 Years),1 : Yes,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,0,0,0,,4,4,4,5,4,"1. Chat GPT kann einem dabei helfen, Fehler, die man selbst nicht findet zu finden und eine mögliche Lösung dazu angeben.    2. Chat GPT kann einem bestimmte Regeln erläutern, die man nicht ganz verstanden hat.  3. Chat GPT kann einem genau erklären, was ein Code macht, wenn man einen Code mal nicht so ganz versteht.","1. Chat GPT findet auch manchmal keine Lösung zu einem Problem, worauf man achten muss und erkennen, dass das Problem nicht gelöst wurde.  2. Chat GPT nutzt oft Code, den ich noch nicht kenne, was oft zu Schwierigkeiten führt.","Es war sehr interessant zu sehen, was man alles mit Chat GPT machen kann und wobei es echt hilfreich ist, wenn man einen Fehler im Code hat, den man selbst nicht versteht, oder wenn man Informationen die man braucht beim Googeln nicht so findet wie man es gerne hätte, da man Chat GPT präziser Fragen kann und er auch auf genau meine Frage antwortet und man nicht einen ewig langen Artikel durchzulesen, bei dem dann ganz unten steht, was man eigentlich wissen wollte."
200,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,1,0,0,0,0,1,1,,4,5,4,4,5,ChatGPT kann einem gut Sachen verstädnlicher erklären.  Auch kann ChatGPT einem einen Denkanstoß geben wie man überhaupt anfangen soll.  Auch kann ChatGPT beim Beheben von Bugs helfen,Manchmal macht ChatGPT Fehler.  Manchmal versteht GPT etwas falsch.  Manchmal macht ChatGPT etwas anders als gewünscht,
201,1 : None,2 : No,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,0,0,,5,3,4,5,5,"- ""Nachfragen"" ist möglich  - durch präzise Beschreibung erhält man präzise Antwort  - vor allem im Bereich Programmieren ist ChatGPT besonders kompetent ","- teils falsche Antworten  - (selten) Antworten, welche keinen Sinn ergeben oder sich selbst widersprechen  - Antworten werden teils in anderen Programmiersprachen ausgegeben, sodass diese (für mich) nicht verständlich sind",
202,2 : Limited (<1 Year),2 : No,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,1,0,1,0,0,0,0,0,,3,2,3,3,3,-schnelle Antworten auf spezifische Fragen  -einfacher Zugriff,-manchmal falsche Ergebnisse bei genauen Erläuterungen der Problemstellung  -manchmal beantwortet das Ergebnis nicht wirklich die Frage,
203,3 : Moderate (1-2 Years),1 : Yes,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,1,1,"Vorkenntnisse in Python (ca. 1/4 jahr), vorkenntnisse in C# (ca. 1 Jahr aber etwas länger her)",4,3,3,3,4,    ,,
204,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,0,0,0,1,0,0,0,0,,5,3,2,3,3,- Fehleranalyse  - Finden von Syntaxfehlern  - Texte schreiben,- oft fehlerhafter Code  - wiederholt gleiche fehler immer wieder  - verständnissprobleme,
205,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,1,0,0,0,0,0,,4,3,2,3,4,-jeder Schritt wird erklärt  -korrigiert Fehler wenn man ihn drauf aufmerksam macht  ,"-unaufmerksam bei der aufgabenstellung  -läuft oft im kreis wenn man sagt da ist ein fehler  -wenn man selbst keine idee zur problemlösung hat ist chatgpt unnütz, ohne eigene hilfe zusätzlich der aufgabenstellung wird es nicht zu viel führen","Kann hilfreich sein, kann aber auch sehr schnell verwirren und schwachsinn von sich geben was gar nicht zum thema passt "
206,1 : None,1 : Yes,4 : Montly,2 : 15-30 minutes,1 : Web Interface,1,1,0,0,0,1,0,0,,4,4,3,3,4,"Versteht man eine Antwort nicht, ist die Möglichkeit sich diese erneut auf einem anderen Niveau erklären zu lassen sehr gut.  Selten dauern Antworten länger als ein par Sekunden, man hat also eine schnelle Antwort auf ein Problem/eine Frage.  Die Möglichkeit eine Antwort neu generieren zu lassen, hilft in manchen Fällen.","Die Antworten entsprechen nicht immer dem richtigen Ergebnis.  Teilweise wird nichts bzw. nicht viel an an einer Antwort verändert, nachdem man ein Problem an der ersten Ausgabe von ChatGPT bemängelt hat.  Probleme müssen sehr genau beschrieben sein um ein akkurates Ergebnis zu erhalten.",
207,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,0,1,1,0,1,0,0,0,,4,2,3,3,4,"ChatGPT ist in dem Aspekt sehr hilfreich, wenn es um Erklärungen geht. Falls eine Fragestellung nicht ganz eindeutig ist, kann ChatGPT diese anders und verständlicher erklären.","ChatGPT liegt nicht immer richtig, bzw. gibt nicht immer die gewollten Antworten wieder. Außerdem kriegt er nicht immer alles richtig hin, bspw. bei den Codes.",
208,2 : Limited (<1 Year),1 : Yes,4 : Montly,1 : Less than 15 minutes,2 : API Integration (e.g. IDE Plugins like CodeGPT),1,1,1,0,0,0,0,0,,5,3,3,4,4,Grund-Idee für ein Programm bekommen  Kontext in Konversationen bleibt erhalten  Kann sachen verbessern wenn man drauf aufmerksam macht,"Gibt manchmal die selbe Antwort, auch wenn man sagt sie ist falsch  Macht manchmal simples mathe wie matrix rechnungen falsch  Falsche Antworten",
209,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,1,1,1,0,0,0,0,,5,3,2,2,4,"Aufgabenstellung die unverständlich sind können sehr verständlich umformuliert werden. Beim Debugging hilft es auch einem, falls man Fehler mal übersieht.  Programmierstützen werden verständlich wiedergegeben.","Der Syntax ist oftmals nicht ganz korrekt. Bei Antworten ist er sich oftmals gar nicht sicher und gibt bei gleicher Fragestellung etwas anderes aus. Manchmal sehr fehleranfällig, bei wagen Fragestellungen.",
210,1 : None,1 : Yes,2 : Daily,3 : 30-60 minutes,1 : Web Interface,1,1,1,0,0,1,1,1,-,4,4,5,3,5,-Für Begriffe die ich nicht weiß bzw vergessen habe (bsp. Float)  -Operatoren/Befehle die ich nicht mehr weiß/die mir neu sind  -Code nach PEP 8 ändern,-code der nicht funktioniert  -imports die wir nicht verwenden dürfen/die nicht klar sind  -mir neue Operatoren die erst nach intensiver Untersuchung des Codes erkannt werden.,-
211,2 : Limited (<1 Year),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,0,0,0,1,0,1,0,0,,4,3,2,2,1,,,
212,1 : None,1 : Yes,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,0,0,0,0,0,0,,4,4,3,3,4,"Bei Unklarheiten kann ChatGPT einen Grundbaustein liefern, sodass man wenigstens eine Ahnung bekommt in welche Richtung die Aufgabe gehen bzw. wie man die Aufgabe lösen soll.  Man kann ChatGPT einen Codeschnipsel geben, welcher dann ausführlich erklärt wird. Beispielsweise war am Anfang die doppelte for-schleife ein großes Problem für mich und ChatGPT hat bei dem Verständnis geholfen.  Man kann seinen eigenen Code von ChatGPT überprüfen lassen und feed-back zum Style etc. bekommen.  Ab und zu erkennt man auch, dass man seinen Code viel kürzer und effizienter schreiben kann, in dem ChatGPT beispielsweise Redundanzen umschreibt.","Nicht alle Probleme können mit ChatGPT gelöst werden, beispielsweise wenn eine Aufgabe spezifischer wird gibt ChatGPT oberflächliche Antworten.  Bei Mathe Aufgaben bspw. können falsche Antworten gegeben werden.(Mathematische Beweise)    ",
213,2 : Limited (<1 Year),1 : Yes,3 : Weekly,3 : 30-60 minutes,1 : Web Interface,1,1,1,0,1,0,0,1,,5,4,3,4,5,beim verständnis vom code haz die open viel geholfen,manchmal hat die nd ganz gecheckt was ich meine oder falsche antworten rausgegeben,würde ich weiter epfehlen
214,1 : None,1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,1,0,1,1,0,1,0,0,,4,3,2,3,4,,,
215,3 : Moderate (1-2 Years),1 : Yes,4 : Montly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,1,0,0,0,0,,4,2,2,3,4,- Wissenserweiterung (Bsp: Alternative Methoden zu Bearbeitung oder Erklärung von Problemstellungen)  - Schnelle aber nicht 100% zuverlässige Methode um an Informationen zu kommen. (Am besten selbst nochmal drüber schauen).  - Einfache und simpel gehaltene Benutzeroberfläche. (Simpel zu bedienen).,"- Oftmals nicht immer korrekte Antworten mit teilweiser unseriöser Quellenangabe.  - Repetitive falsche Antworten, welche selbst nach Verbesserung auch falsch sein können.  - Die Verleitung nichts selbst zu machen, da man quasi alles bekommt (ohne Aufwand).",Nein
216,3 : Moderate (1-2 Years),1 : Yes,1 : Never,1 : Less than 15 minutes,1 : Web Interface,1,0,0,1,0,0,0,0,,3,2,2,2,2,Programmiersprache allg.  Synatx erklären vllt  kann hilfreich sein bei allgemeinen Fragen    ,Falsch oder unvollständig   Nicht immer direkten Bezug auf die eigentliche Frage   ,
217,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,0,1,0,1,1,0,- Verbesserung von geschriebenen Codes / Suche nach Fehlern oder Ergänzungsmöglichkeiten,4,3,3,4,4,"- liefert gute, detaillierte Erklärungen zum geschriebenen Code  - hilft einem, wenn man nicht sofort auf die Antwort kommt. Man kann sich auch die Aufgabe erklären lassen oder zumindest einen Ansatz vorgeschlagen bekommen.  - Codes mit verständlichen Kommentaren, auf Nachfrage hin, kann der Code auch genauer erklärt/erweitert und sogar verbessert werden.  ","- manche Codes sind kompliziert und undurchschaubar geschrieben (schwierig zu verstehen, wenn man neu im Programmieren ist; da helfen dann meist auch die Erklärungen nicht weiter)  - viele Antwortmöglichkeiten/Vorschläge zu einer konkreten Aufgabenstellung --&gt; schafft Unklarheit und Unsicherheit --&gt; Verwirrung, noch mehr Fragen als zuvor  - uneinheitliche Antworten auf unterschiedlichen ChatGPT-Seiten und auch bei unterschiedlichen Nutzern  - verrät einem meist direkt die Lösung --&gt; nicht wirklich effektiv beim Lernen  ","Nein, danke :)"
218,1 : None,2 : No,1 : Never,3 : 30-60 minutes,1 : Web Interface,1,1,1,0,0,0,1,0,,5,3,4,4,4,"1. Auch eher ungenau gestellte Fragen, hat Chat GPT ausführlich und sehr genau erklären können. Zudem kam immer sehr schnell eine Antwort und man musste nicht sehr lange auf diese warten. Außerdem habe ich auf deutsch kommuniziert und es gab keine (auf die Sprache bezogenen) Probleme.  2. Einmal habe ich einen selbst geschriebene Code bei Chat GPT eingefügt, ohne noch etwas zusätzlich dazu zu schreiben bzw. zu fragen. Ohne jegliche Art von Aufforderung hat dieser den Code ""Korrektur"" gelesen, Fehler behoben und einen überarbeiteten Code (ohne Fehler) vorgeschlagen.  3. Egal zu welchem Thema man eine Frage hat, Chat GPT hat immer eine Antwort. Ob man einen Zeitungsartikel schreiben soll, etwas in Mathe berechnet oder einen Algorithmus programmieren muss, einem kann immer geholfen werden.","1. Man kann sich nie sicher sein, ob die Aussage von Chat GPT der Wahrheit entspricht. Vielleicht liegt es daran, dass ich Chat GPT vor diesem Übungsblatt erst einmal benutzt habe, aber ich habe kein 100% Vertrauen in diese KI. Vielleicht kommt es aber auch daher, dass bei den zwei Malen, als ich Chat GPT benutzt habe, es mindestens immer einen Fehler gab, der einem nur mit Hinterfragen aufgefallen ist. Die Antworten, die man von Chat GPT bekommt, sind mit einer starken ""Selbstverständlichkeit"" und ""Selbstsicherheit"" formuliert, sodass man schnell vergisst, dass man nicht alles einfach so glauben sollte, was einem zurückgegeben wird.  2. Dieser Aspekt hat weniger mit Chat GPT als mit mir zu tun. Ich hätte ein sehr schlechtes Gewissen, Chat GPT öfter zu benutzen. In der Oberstufe war das erste Thema, dass uns näher gebracht worden ist, wie wichtig Unmündigkeit sei und sich seines eigenen Verstandes zu bedienen. Würde ich nun regelmäßig diese KI benutzen, so hätte ich große Bedenken, dass die Fähigkeit selbständig zu denken und Probleme ohne Hilfsmittel zu lösen, stark abnehmen würde.   3. Ich habe Chat GPT bezüglich des Übungsblatts gebeten, einen Code zu programmieren. Nun war es zu Beginn so, dass der Code falsch war und ich mehrmals darauf hingewiesen habe, dass dieser Fehler beinhaltet und was das korrekte Ergebnis sein sollte. Egal wie oft ich Chat GPT darauf hingewiesen habe, wurde der Code nicht verändert. Zwar hat die KI behauptet, dass der Code nun richtig sei und auch ein korrektes Ergebnis ausgeben sollte, jedoch war dies nicht der Fall.","Es gibt keine weiteren Erfahrungen, da ich diese KI noch nicht so oft benutz habe."
219,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,0,0,1,0,1,1,,4,4,3,3,3,"Gute Erklärungen, Gedankenanstöße, Hilfestellungen bei unverständlichen Aspekten der Aufgabenstellungen","teilweise grobe Antworten, manchmal nicht zuversichtlicht, Aufgaben werden zum Teil falsch verstanden und dementsprechend falsch erklärt",eine gute Hilfe zum Start ins Informatik Studium
220,1 : None,1 : Yes,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,1,0,0,,4,3,4,3,4,"1) ChatGPT bemüht sich präzise Antworten ausführlich zu liefern.    2) Es ist relativ leicht die Antowrten zu erhalten nach denen man sucht.    3) Wenn man genügend Input in die Eingabe steckt, erhält man entsprechende Antworten. (Je präziser die Eingabe, desto präziser die Antwort)","1) ChatGPT versucht sich anhand der Eingabe eine Antwort zusammenzureimen. Dabei enstehen aber auch Fehler, die man erst einmal selbst finden muss.    2) Oftmals muss in einem neuen Chat ein neuer Ansatz angegangen werden, da die vorigen Antworten ungenügend oder sogar waren.    3) Bei manchen Aufgabenstellungen muss man ganz genau hinzufügen, was man genau von ChatGPT nun ausgegeben haben möchte. Dahinterzukommen wie man die Eingabe formluliert, um die Antworten zu erhalten die man sucht, kann herausfordernd sein.",
221,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,0,1,1,0,0,0,,4,4,3,5,5,"ChatGPT kann in einem Code sehr schnell alle Fehler ausfindig machen und diese auch direkt korrigieren.     Er kann auch direkt helfen, Code zu schreiben, wenn man nicht weiß, wie man etwas programmieren soll.    ChatGPT kann einem helfen, den Code besser zu verstehen, wenn dort Sachen vorhanden sind, welche man vergessen hat oder nicht weiß.","Wenn die Aufgabe zu kompliziert ist, kann ChatGPT sie möglicherweise falsch interpretieren.    Wenn es Fehler gibt, die zu einem falschen Ergebnis führen könnten, könnte es passieren, dass ChatGPT trotz einer Aufforderung zur Fehlerbehebung denselben Code erneut wiedergibt.    Manchmal kann ChatGPT Codes verwenden, die man noch nicht gelernt hat.  ",
222,1 : None,1 : Yes,2 : Daily,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,1,1,1,,3,5,4,4,4,einfache und präzise Antworten  man kann die antworten individualisieren  immer zugänglich,"manchmal wird die Frage falsch verstanden  manchmal zu lange antworten, dann muss man dazu schreiben, dass man nur kurze antworten möchte  in ganz seltenen fällen kann Chatgpt die Aufgabe nicht lösen",
223,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,0,0,0,,4,3,3,4,3,"- ChatGPT kann Probleme relativ gut erklären und bei Bedarf auch vereinfachen  - ChatGPT kann sich auf Nachfrage bei Fehlern berichtigen  - ChatGPT kann mir manchmal Inspiration geben, wie ich an ein Ansatz für ein Problem kommen könnte. Auch wenn die Ausführungs des Gedankens bei ChatGPT dann oft falsch ist. ",- Antworten sind in gewissen Bereichen meist ungenau  - Antworten sind zum Teil falsch  - Man benötigt einen Account zum nutzen von ChatGPT,
224,4 : Advanced (3+ Years),2 : No,5 : Rarely,1 : Less than 15 minutes,1 : Web Interface,1,1,0,0,0,0,0,0,,3,3,2,3,3,"Man lernt neue/andere Umsetzmäglichkeiten.  Man kann sich einen Code erklären lassen, was das Programmierverständnis stärkt.  Man kann nach Verbesserungsvorschlägen für einen selbstgeschriebenen Code fragen.",Die KI versteht die Aufgabe/Anforderung manchmal nicht richtig.  Manche Erklärungen sind nicht einleuchtend oder nicht ganz korrekt.  Ab und zu gibt das Programm nicht lauffähigen Code aus (z. B. Überschreitung des Rekursionsmaximum) und kann das Problem auch nach Anfrage nicht korregieren.,
225,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,1,1,0,1,1,1,,5,4,3,4,4,1) offers a great starting point when unsure how to proceed   2) is not very sensitive to grammar or semantic mistakes   3) offers good explanations when requested ,1) doesn't differentiate very well between a question for clarification regarding a previous response and a request to update. Sees most follow up prompts as an indication of a mistake.     2) can make many mistakes  3) at times not very intuitive responses ,"Overall a good assistant, but not the most accurate. Nevertheless it has a lot of value when it comes to getting you on the right track. "
226,1 : None,1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,1,1,,5,3,3,3,4,"sehr ausführliche Erklärungen auf Wunsch, ermöglicht effizienteres Arbeiten und gute Inspirationsquelle ","kann viele Fehlinformationen wiedergeben, viele Fragen nicht verstehen oder in weiter in der Materie sinken und Abhängigkeit ",
227,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,0,0,0,0,1,0,0,,3,2,3,3,3,"ChatGPT kann einem helfen, kreative Ideen zu generieren und neue Perspektiven zu entdecken. Man kann über verschiedenen Themen sprechen und neue Denkanstöße erhalten    ChatGPT kann bei Fragen und Problem schnell und sofort helfen. Er gibt dir direkt in Sekunden antworten.    ChatGPT kann über eine Vielzahl von Themen sprechen und Informationen zu unterschiedlichen Bereichen liefern. ChatGPT ist flexibel und kann einem helfen, sich in verschiedenen Bereichen weiterzubilden           ","ChatGpt hat Schwierigkeiten, den Kontext über längere Gespräche hinweg zu verstehen. Es kann dazu neigen, sich auf vorherige Sätze zu vergessen, was zu falsche Antworten führen kann.    Fehlinformationen: Manchmal gibt ChatGPT falsche Informationen, sodass man selber immer überprüfen muss.    Wenn man stark von ChatGPt abhängig wird, könnte man möglicherweise die Fähigkeit zur persönlichen Kommunikation verlieren. Man versucht nie die Aufgaben selber zu lösen, sondern löst es mit Hilfe von ChatGPT    ","Ich bin nicht wirklich der Fan von ChatGPT. Es kann immer sein, dass etwas falsches an Informationen geliefert werden kann. "
228,1 : None,1 : Yes,4 : Montly,1 : Less than 15 minutes,1 : Web Interface,1,0,0,0,0,0,0,0,,3,4,2,4,4,Ansatz zu Lösungen  Verständnis der Aufgabe  Problembehebung  ,Komplexe Probleme werden nicht richtig gelöst  Kein richtiges denken  oft einfach nur Fehler in anderen Worten schreiben ohne sie zu beheben,
229,1 : None,2 : No,1 : Never,1 : Less than 15 minutes,1 : Web Interface,1,1,1,0,0,0,1,1,,5,1,4,5,4,,,
230,3 : Moderate (1-2 Years),1 : Yes,3 : Weekly,1 : Less than 15 minutes,1 : Web Interface,0,0,0,1,0,0,0,0,,2,3,2,3,2,"- Kann einem Wege geben, den selbstgeschriebenen Code kompakter zu machen, oder wie man diesen besser gestaltet  - Was Syntax angeht, finde Ich ChatGPT relativ nützlich, meistens aber nur um diese mit einem Beispiel zu veranschaulichen.  - Man kann auch aus den Fehlern von ChatGPT lernen ;)","- Kein Ersatz für Programmiererfahrung, wenn man sich mit einer Programmiersprache nicht auskennt und ChatGPT Fehler macht (was sehr häufig passiert) kann man diese ohne nötige Erfahrung nicht erkennen  - Man wird zu abhängig von dem Programm  - Ich finde es manchmal schwer ChatGPT konkret zu erklären, was genau das Problem bei einer Aufgabe ist, oft verbessert Chatgpt dann nur Formalitäten","Ich würde sagen, dass bei chatgpt oft nicht ein einziges Prompt eine gute Antwort bietet, aber das kontinuierliche Verbessern der vorherigen Fehler sowie die Anpassung des Original-Prompts können einem helfen eine Aufgabe zu lösen, die man an sich schon versteht"
231,2 : Limited (<1 Year),1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,0,0,1,0,0,1,1,1,,4,4,3,5,5,"ChatGPT liefert schnelle, eindeutige und auf Programmierung bezogen meist korrekte Antworten, die zu einer höheren Produktivität führen.    ChatGPT ist kostenlos verfügbar.    ChatGPT kann auch in verschiedene Sprachen übersetzen. ","Bei logischen Aufgaben liefert ChatGPT häufig falsche Antworten.    Manchmal ist es schwierig, Fragen so zu formulieren, dass ChatGPT die richtigen Antworten liefert.    Neueste Version von ChatGPT ist kostenpflichtig. ","Vermutlich sollten die Aufgaben in den Übungen künftig so angepasst werden, dass ChatGPT nicht mehr in dem jetztigen Ausmaße zur Beantwortung der Fragen genutzt werden kann. Ich kenne viele Kommilitonen, die selbst von sich sagen, dass sie bislang kaum etwas verstanden haben von Programmierung, aber trotzdem meistens viele Punkte bei den Aufgabenblättern sammeln konnten, da sie ausschließlich ChatGPT verwendeten. Spätestens bei der Klausur wird sich dann aber herausstellen, dass sie dadurch wahrscheinlich nicht effektiv gelernt haben, selbst Code zu implementieren. Insofern ist ChatGPT zwar in vielerelei Hinsicht eine Hilfe, aber wenn man es zu intensiv nutzt hindert es die Lernprozesse enorm und man verlernt quasi selbst zu denken. "
232,3 : Moderate (1-2 Years),1 : Yes,2 : Daily,1 : Less than 15 minutes,1 : Web Interface,0,1,0,1,0,0,0,0,,4,4,3,4,3,"Bessere Suche als z.B. bei Google.   Bessere Kommunikation: Interaktion wie mit einem Menschen   Prompts müssen nicht notwendigerweise eingegeben werden, er erkennt das Problem schon alleine. ","Es gibt Problemen, die nicht gelöst werden können.  Falls er aufgefordert wird Antwort erneut zu generieren, bearbeitet er nicht die alte Antwort.  Falls ihm gesagt wird, dass er ein Fehler gemacht hat, obowohl die Ausgabe eigentlich wahr ist, macht er wieder eine neue Ausgabe mit anderem Antwort  ",Eigentlich nicht
233,1 : None,1 : Yes,3 : Weekly,2 : 15-30 minutes,1 : Web Interface,1,1,0,0,0,0,0,0,,4,4,2,3,3,"1. Man bekommt eine sehr schnelle Antwort, auf die (meistens) relativ spezifische Frage.     2. Man bekommt es gut an Code-Schnipseln erklärt. Diese sind meistens auf das eigene Problem angepasst.    3. Falls man es nicht versteht, können auch konzeptionelle Fragen gestellt werden. Für die Antworten über eine Suchmaschine braucht man meistens deutlich länger.","1. Vor allem bei speziellen Beispielen ist der Code oft falsch. Zum wirklichen Nutzen des Codes ist die Qualität zu schlecht.    2. ChatGPT ist zu leicht zu beeinflussen, sodass mir meine Fehler nicht immer aufgezeigt werden.    3. Die Kommunikation ist manchmal schwierig, sodass meine Frage nicht richtig verstanden wird.",Als ergänzendes Hilfsmittel ist es sehr hilfreich. Aber ich würde mich nicht komplett darauf verlassen. Da geschehen noch zu viele Fehler.
234,1 : None,2 : No,4 : Montly,1 : Less than 15 minutes,3 : Messaging App Integration (e.g. Chat Bots like MyAI),0,0,0,0,0,0,1,0,,3,2,1,2,3,,,
235,1 : None,1 : Yes,4 : Montly,3 : 30-60 minutes,1 : Web Interface,1,1,0,1,0,0,0,1,,4,4,3,3,4,"- ChatGPT kann helfen einen Fehler in einem Code zu finden.  - ChatGPT kann einen Denkanstoß geben  - ChatGPT kann manche Fragen schneller und Konkreter beantworten, anstatt nach etwas im Internet zu suchen","- ChaGPT macht oft viele Fehler  - ChaGPT wiederholt den gleichen Fehler mehrmals, obwohl gesagt wird, dass es ein Fehler ist  - ChaGPT kann komplexere mathematische Fragen oft schwer richtig beantworten",
236,2 : Limited (<1 Year),1 : Yes,2 : Daily,2 : 15-30 minutes,1 : Web Interface,1,1,1,0,0,0,0,1,,4,4,3,4,5,"- Hilft einen Konstrukt zu bilden   - erweist sich als guter ""virtueller Lernpartner""  - erklärt die Aufgaben in einer verständlichen Art  ",- Beim kontrollieren macht ChatGPT selbst Fehler   - erreicht schnell seine Grenzen   - Problemen mit mathematischen Fragestellung ,
237,2 : Limited (<1 Year),2 : No,5 : Rarely,2 : 15-30 minutes,1 : Web Interface,1,1,1,1,0,0,0,0,,4,4,3,4,4,"ChatGPT kann recht verständlich erklären, was ein bestimmter Code wie tut  Häufig ist ChatGPT vor allem dann nützlich, wenn der eigene Code auf ein bestimmtes Problem hin verbessert werden soll (z. B. wenn schon eine Grundidee als Code umgesetzt wurde, dieser Code aber noch nicht ganz funktioniert)  Die Interaktion grundsätzlich ist recht angenehm","Man muss alle Antworten nochmal gegenchecken und prüfen, ob diese wirklich stimmen können  Wenn man ChatGPT darauf hinweist, dass die gegebene Antwort nicht richtig ist, sind Korrekturen häufig unzureichend (lösen das Problem ebenfalls nicht oder sind exakt die Antwort von zuvor)  Komplexere Probleme werden unter Umständen nicht richtig verstanden - hat man es selbst nicht verstanden und möchte es sich von ChatGPT erklären lassen, kann das schnell zu Fehlern führen  ","Ich habe mich vorher noch nie mit ChatGPT beschäftigt und würde jetzt sagen, es kann ein nützliches Tool sein, wenn man z. B. an einer Stelle nicht weiter kommt, ist aber nicht unbedingt geeignet, das gesamte (komplexe) Problem selbstständig zu lösen (zu programmieren), da hier die ausgegebenen Lösungen häufig unzureichend sind."
